country_name,country_code,indicator_name,indicator_code,debt
Armenia,ARM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3498904000.0
Azerbaijan,AZE,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,218427000.0
Bangladesh,BGD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,12945219000.0
Belarus,BLR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,9928836000.0
Belize,BLZ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,13148000.0
Benin,BEN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1269746000.0
Bhutan,BTN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,0.0
Bolivia,BOL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,635358000.0
Bosnia and Herzegovina,BIH,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3073363000.0
Botswana,BWA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,144667000.0
Brazil,BRA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,84282230000.0
Burkina Faso,BFA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,0.0
Burundi,BDI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2650120.6
Cabo Verde,CPV,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,388090000.0
Cambodia,KHM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,4296540000.0
Cameroon,CMR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,950896478.7
Central African Republic,CAF,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,126466537.1
Chad,TCD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,29493438.0
China,CHN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1305871555000.0
Colombia,COL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,19052808000.0
Comoros,COM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,0.0
"Congo, Dem. Rep.",COD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,476015882.2
"Congo, Rep.",COG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,656777369.7
Cote d'Ivoire,CIV,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,4284366000.0
Djibouti,DJI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,518113119.7
Dominica,DMA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,173670714.9
Dominican Republic,DOM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,4147766000.0
Ecuador,ECU,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,626221000.0
"Egypt, Arab Rep.",EGY,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,30995280000.0
El Salvador,SLV,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2649118000.0
Eritrea,ERI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,46446061.3
Eswatini,SWZ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,69859000.0
Ethiopia,ETH,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,351666101.2
Fiji,FJI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1053306000.0
Gabon,GAB,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,152095387.1
"Gambia, The",GMB,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,61554160.3
Georgia,GEO,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,4731048000.0
Ghana,GHA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2619647898.2
Grenada,GRD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,15671026.1
Guatemala,GTM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,170700000.0
Guinea,GIN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,377760206.9
Guinea-Bissau,GNB,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,817000.0
Guyana,GUY,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,63729586.2
Haiti,HTI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,129224000.0
Honduras,HND,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1761202000.0
India,IND,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,139568064000.0
Indonesia,IDN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,65123015000.0
"Iran, Islamic Rep.",IRN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2284966218.4
Iraq,IRQ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,726167000.0
Jamaica,JAM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2399479000.0
Jordan,JOR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,17898373000.8
Kazakhstan,KAZ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,19594364000.0
Kenya,KEN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2007772843.5
Kosovo,XKX,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1563862000.0
Kyrgyz Republic,KGZ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1597664000.0
Lao PDR,LAO,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1096995000.0
Lebanon,LBN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,19044742491.0
Lesotho,LSO,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3237695.3
Liberia,LBR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,0.0
Madagascar,MDG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,101609087.0
Malawi,MWI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,75414708.3
Maldives,MDV,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,159814000.0
Mali,MLI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,41800976.4
Mauritania,MRT,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,213336000.0
Mauritius,MUS,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,11155487000.0
Mexico,MEX,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,61174418000.0
Moldova,MDA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2234526000.0
Mongolia,MNG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2348117000.0
Montenegro,MNE,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,235211000.0
Morocco,MAR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,7504234000.0
Mozambique,MOZ,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1211768676.1
Myanmar,MMR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,63958931.7
Nepal,NPL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,422881000.0
Nicaragua,NIC,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1346178000.0
Niger,NER,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,29661801.3
Nigeria,NGA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,22227040000.0
North Macedonia,MKD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3179473000.0
Pakistan,PAK,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,9609166000.0
Papua New Guinea,PNG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,121139804.7
Paraguay,PRY,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3559265376.0
Peru,PER,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,10474499000.0
Philippines,PHL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,20945356000.0
Rwanda,RWA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,500836916.3
Samoa,WSM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,68537000.0
Sao Tome and Principe,STP,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,7948319.2
Senegal,SEN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,4570012000.0
Serbia,SRB,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1000649000.0
Sierra Leone,SLE,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,173895709.7
Solomon Islands,SLB,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,29193000.0
"Somalia, Fed. Rep.",SOM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,752004524.0
South Africa,ZAF,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,46828461000.0
Sri Lanka,LKA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,5817999373.9
St. Lucia,LCA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,79529000.0
St. Vincent and the Grenadines,VCT,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,65000000.0
Sudan,SDN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,4735902795.6
Syrian Arab Republic,SYR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,616052477.3
Tajikistan,TJK,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,871155000.0
Tanzania,TZA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3382972201.4
Thailand,THA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,69392055000.0
Timor-Leste,TLS,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,1264000.0
Togo,TGO,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,146089000.0
Tonga,TON,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,0.0
Tunisia,TUN,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,15929973000.0
Turkiye,TUR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,178133840000.0
Turkmenistan,TKM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,30905000.0
Uganda,UGA,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,519028549.9
Ukraine,UKR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,18325600000.0
Uzbekistan,UZB,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,5699285000.0
Vanuatu,VUT,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,114910000.0
Viet Nam,VNM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,37087391086.6
"Yemen, Rep.",YEM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,510644100.8
Zambia,ZMB,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2792341916.4
Zimbabwe,ZWE,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,3967157036.7
Afghanistan,AFG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,17748000.0
Albania,ALB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,4029941000.0
Algeria,DZA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,278340000.0
Angola,AGO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1751264000.0
Argentina,ARG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,35988669000.0
Armenia,ARM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,6099796000.0
Azerbaijan,AZE,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1815327215.3
Bangladesh,BGD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,9292928000.0
Belarus,BLR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,6630416397.9
Belize,BLZ,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,90167000.0
Benin,BEN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2790571000.0
Bhutan,BTN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,43858000.0
Bolivia,BOL,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1147910000.0
Bosnia and Herzegovina,BIH,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,5184457000.0
Brazil,BRA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,309245242000.0
Burkina Faso,BFA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,5067696000.0
Cambodia,KHM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,4434635000.0
Cameroon,CMR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,271225000.0
China,CHN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,562633647486.4
Colombia,COL,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,70122417000.0
"Congo, Rep.",COG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,8247827.1
Cote d'Ivoire,CIV,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,239965437.0
Djibouti,DJI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,10000000.0
Dominica,DMA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,16646000.0
Dominican Republic,DOM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,8215900000.0
Ecuador,ECU,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,9062644000.0
"Egypt, Arab Rep.",EGY,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2932893000.0
El Salvador,SLV,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,7516712000.0
Eswatini,SWZ,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,102340000.0
Fiji,FJI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,909103000.0
"Gambia, The",GMB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,300000000.0
Georgia,GEO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,9473986000.0
Ghana,GHA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,4547811000.0
Guatemala,GTM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,12448523000.0
Guinea,GIN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,75000000.0
Guinea-Bissau,GNB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,0.0
Guyana,GUY,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1089618000.0
Haiti,HTI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,5697000.0
Honduras,HND,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1891200000.0
India,IND,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,316357573000.0
Indonesia,IDN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,102046544757.3
"Iran, Islamic Rep.",IRN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,727358000.0
Iraq,IRQ,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,300000000.0
Jamaica,JAM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2750548000.0
Jordan,JOR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2709577000.0
Kazakhstan,KAZ,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,112012898557.1
Kenya,KEN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,337611692.6
Kosovo,XKX,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1839791000.0
Kyrgyz Republic,KGZ,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,5409712000.0
Lao PDR,LAO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,6516761611.6
Lebanon,LBN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,13572106000.0
Lesotho,LSO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,608521000.0
Liberia,LBR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,145759853.5
Madagascar,MDG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,489332000.0
Maldives,MDV,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,352727000.0
Mauritius,MUS,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,5505462000.0
Mexico,MEX,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,225756760501.6
Moldova,MDA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3978871000.0
Mongolia,MNG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,25517882000.0
Montenegro,MNE,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3864380566.3
Morocco,MAR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,11477469444.3
Mozambique,MOZ,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,58255298440.4
Myanmar,MMR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,483586000.0
Nepal,NPL,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,114035000.0
Nicaragua,NIC,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,6337877000.0
Nigeria,NGA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,30285883573.0
North Macedonia,MKD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3337703000.0
Pakistan,PAK,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,18232066000.0
Papua New Guinea,PNG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,4225656000.0
Paraguay,PRY,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,10283927000.0
Peru,PER,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,32967694609.3
Philippines,PHL,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,31917725000.0
Rwanda,RWA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3101796000.0
Samoa,WSM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,12230000.0
Senegal,SEN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,15448458000.0
Serbia,SRB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,20374633000.0
Solomon Islands,SLB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,229495000.0
South Africa,ZAF,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,23619214000.0
Sri Lanka,LKA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,8569475000.0
Tajikistan,TJK,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2604590000.0
Tanzania,TZA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,6621048000.0
Thailand,THA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,86127703817.7
Togo,TGO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1050000000.0
Tunisia,TUN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,1686252000.0
Turkiye,TUR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,172507248000.0
Turkmenistan,TKM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,7916418.0
Uganda,UGA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3944029000.0
Ukraine,UKR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,51070496000.0
Uzbekistan,UZB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,24180685000.0
Viet Nam,VNM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,55517883000.0
Zambia,ZMB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,6722792000.0
Zimbabwe,ZWE,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,3797788968.6
Afghanistan,AFG,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,279735000.0
Albania,ALB,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1305496000.0
Angola,AGO,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,4774591000.0
Argentina,ARG,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,10737718000.0
Armenia,ARM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1723435000.0
Azerbaijan,AZE,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1165682000.0
Bangladesh,BGD,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,20730695000.0
Belarus,BLR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,975447000.0
Belize,BLZ,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,40552000.0
Benin,BEN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2317489000.0
Bhutan,BTN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,419599000.0
Bolivia,BOL,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1625811000.0
Bosnia and Herzegovina,BIH,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1251046000.0
Botswana,BWA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,678077000.0
Brazil,BRA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,15130827000.0
Burkina Faso,BFA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2616134000.0
Burundi,BDI,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,109468000.0
Cabo Verde,CPV,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,616413000.0
Cambodia,KHM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1654182000.0
Cameroon,CMR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2865405000.0
Central African Republic,CAF,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,116762000.0
Chad,TCD,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,139732000.0
China,CHN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,14686683000.0
Colombia,COL,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,16238346000.0
Comoros,COM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,56828000.0
"Congo, Dem. Rep.",COD,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,3452865000.0
"Congo, Rep.",COG,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,745476000.0
Cote d'Ivoire,CIV,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,4877903000.0
Djibouti,DJI,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,295538000.0
Dominica,DMA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,166614000.0
Dominican Republic,DOM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1929510000.0
Ecuador,ECU,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,6284835000.0
"Egypt, Arab Rep.",EGY,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,12295061000.0
El Salvador,SLV,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,918819000.0
Eritrea,ERI,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,407398000.0
Eswatini,SWZ,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,221826000.0
Ethiopia,ETH,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,12761932000.0
Fiji,FJI,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,574700000.0
Gabon,GAB,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,619906000.0
"Gambia, The",GMB,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,122358000.0
