country_name,country_code,indicator_name,indicator_code,debt
Georgia,GEO,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2115248000.0
Ghana,GHA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,6372715000.0
Grenada,GRD,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,272992000.0
Guatemala,GTM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1920887000.0
Guinea,GIN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,700201000.0
Guinea-Bissau,GNB,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,215294000.0
Guyana,GUY,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,185972000.0
Honduras,HND,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1114159000.0
India,IND,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,38739691000.0
Indonesia,IDN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,21568257000.0
"Iran, Islamic Rep.",IRN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,124094000.0
Iraq,IRQ,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,3012911000.0
Jamaica,JAM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,965843000.0
Jordan,JOR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,5422032000.0
Kazakhstan,KAZ,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,3831067000.0
Kenya,KEN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,13820125000.0
Kosovo,XKX,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,358761000.0
Kyrgyz Republic,KGZ,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,749695000.0
Lao PDR,LAO,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,886793000.0
Lebanon,LBN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1206543000.0
Lesotho,LSO,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,504651000.0
Liberia,LBR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,929174000.0
Madagascar,MDG,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2649927000.0
Malawi,MWI,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1701516000.0
Maldives,MDV,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,93268000.0
Mali,MLI,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2189934000.0
Mauritania,MRT,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,450760000.0
Mauritius,MUS,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,92941000.0
Mexico,MEX,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,14264951000.0
Moldova,MDA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1083350000.0
Mongolia,MNG,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,803595000.0
Montenegro,MNE,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,267899000.0
Morocco,MAR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,10202433000.0
Mozambique,MOZ,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2922510000.0
Myanmar,MMR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1445645000.0
Nepal,NPL,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,4531123000.0
Nicaragua,NIC,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,973948000.0
Niger,NER,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2432038000.0
Nigeria,NGA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,17843086000.0
North Macedonia,MKD,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,781428000.0
Pakistan,PAK,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,20184167000.0
Papua New Guinea,PNG,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,583878000.0
Paraguay,PRY,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1134016000.0
Peru,PER,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,5750082000.0
Philippines,PHL,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,14603480000.0
Rwanda,RWA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,3720784000.0
Samoa,WSM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,89874000.0
Sao Tome and Principe,STP,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,8967000.0
Senegal,SEN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,4421809000.0
Serbia,SRB,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2317183000.0
Sierra Leone,SLE,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,463025000.0
Solomon Islands,SLB,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,124634000.0
"Somalia, Fed. Rep.",SOM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,0.0
South Africa,ZAF,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,3426756000.0
Sri Lanka,LKA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,4618744000.0
St. Lucia,LCA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,228923000.0
St. Vincent and the Grenadines,VCT,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,243873000.0
Sudan,SDN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,217938000.0
Syrian Arab Republic,SYR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,14052000.0
Tajikistan,TJK,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,369363000.0
Tanzania,TZA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,12097217000.0
Thailand,THA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,499600000.0
Timor-Leste,TLS,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,57797000.0
Togo,TGO,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,796080000.0
Tonga,TON,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,40235000.0
Tunisia,TUN,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,4326806000.0
Turkiye,TUR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,12065026000.0
Turkmenistan,TKM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,20000000.0
Uganda,UGA,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,4898639000.0
Ukraine,UKR,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,22469832000.0
Uzbekistan,UZB,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,7678627000.0
Vanuatu,VUT,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,95493000.0
Viet Nam,VNM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,13584976000.0
"Yemen, Rep.",YEM,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,1042129000.0
Zambia,ZMB,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,2509679000.0
Zimbabwe,ZWE,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,855321000.0
Albania,ALB,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,967091000.0
Angola,AGO,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,4491170000.0
Argentina,ARG,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,10737718000.0
Armenia,ARM,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1074773000.0
Azerbaijan,AZE,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1032787000.0
Belarus,BLR,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,975447000.0
Belize,BLZ,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,40552000.0
Bolivia,BOL,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,925767000.0
Bosnia and Herzegovina,BIH,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,743296000.0
Botswana,BWA,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,678077000.0
Brazil,BRA,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,15130827000.0
Cabo Verde,CPV,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,34472000.0
Cameroon,CMR,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,541936000.0
China,CHN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,14685262000.0
Colombia,COL,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,16238346000.0
"Congo, Rep.",COG,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,221576000.0
Cote d'Ivoire,CIV,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,161496000.0
Dominican Republic,DOM,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1929510000.0
Ecuador,ECU,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,6284835000.0
"Egypt, Arab Rep.",EGY,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,12194251000.0
El Salvador,SLV,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,918459000.0
Eswatini,SWZ,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,221826000.0
Fiji,FJI,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,183012000.0
Gabon,GAB,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,619906000.0
Georgia,GEO,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1635744000.0
Grenada,GRD,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,13003000.0
Guatemala,GTM,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1920887000.0
India,IND,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,24051551000.0
Indonesia,IDN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,21495586000.0
"Iran, Islamic Rep.",IRN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,124094000.0
Iraq,IRQ,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,2809857000.0
Jamaica,JAM,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,965843000.0
Jordan,JOR,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,5228000000.0
Kazakhstan,KAZ,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,3831067000.0
Kenya,KEN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1947156000.0
Kosovo,XKX,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,82194000.0
Lebanon,LBN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1118759000.0
Mauritius,MUS,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,92941000.0
Mexico,MEX,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,14264951000.0
Moldova,MDA,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,291099000.0
Mongolia,MNG,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,42274000.0
Montenegro,MNE,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,264050000.0
Morocco,MAR,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,10202335000.0
Nigeria,NGA,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1243027000.0
North Macedonia,MKD,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,660639000.0
Pakistan,PAK,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,2619797000.0
Papua New Guinea,PNG,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,3099000.0
Paraguay,PRY,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1133716000.0
Peru,PER,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,5750082000.0
Philippines,PHL,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,14594599000.0
Serbia,SRB,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,2307209000.0
South Africa,ZAF,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,3426756000.0
Sri Lanka,LKA,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,1052439000.0
St. Lucia,LCA,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,2480000.0
Thailand,THA,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,499600000.0
Timor-Leste,TLS,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,12660000.0
Tunisia,TUN,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,4326806000.0
Turkiye,TUR,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,12065026000.0
Turkmenistan,TKM,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,20000000.0
Ukraine,UKR,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,16683426000.0
Uzbekistan,UZB,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,3348458000.0
Viet Nam,VNM,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,2137499000.0
Zimbabwe,ZWE,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,425155000.0
Afghanistan,AFG,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,279735000.0
Albania,ALB,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,338405000.0
Angola,AGO,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,283421000.0
Armenia,ARM,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,648662000.0
Azerbaijan,AZE,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,132895000.0
Bangladesh,BGD,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,20730695000.0
Benin,BEN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,2317489000.0
Bhutan,BTN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,419599000.0
Bolivia,BOL,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,700044000.0
Bosnia and Herzegovina,BIH,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,507750000.0
Botswana,BWA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,0.0
Burkina Faso,BFA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,2616134000.0
Burundi,BDI,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,109468000.0
Cabo Verde,CPV,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,581941000.0
Cambodia,KHM,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,1654182000.0
Cameroon,CMR,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,2323469000.0
Central African Republic,CAF,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,116762000.0
Chad,TCD,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,139732000.0
China,CHN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,1421000.0
Comoros,COM,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,56828000.0
"Congo, Dem. Rep.",COD,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,3452865000.0
"Congo, Rep.",COG,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,523900000.0
Cote d'Ivoire,CIV,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,4716407000.0
Djibouti,DJI,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,295538000.0
Dominica,DMA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,166614000.0
"Egypt, Arab Rep.",EGY,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,100810000.0
El Salvador,SLV,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,360000.0
Eritrea,ERI,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,407398000.0
Eswatini,SWZ,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,0.0
Ethiopia,ETH,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,12761932000.0
Fiji,FJI,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,391688000.0
"Gambia, The",GMB,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,122358000.0
Georgia,GEO,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,479504000.0
Ghana,GHA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,6372715000.0
Grenada,GRD,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,259989000.0
Guinea,GIN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,700201000.0
Guinea-Bissau,GNB,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,215294000.0
Guyana,GUY,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,185972000.0
Honduras,HND,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,1114159000.0
India,IND,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,14688140000.0
Indonesia,IDN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,72671000.0
Iraq,IRQ,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,203054000.0
Jordan,JOR,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,194032000.0
Kenya,KEN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,11872969000.0
Kosovo,XKX,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,276567000.0
Kyrgyz Republic,KGZ,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,749695000.0
Lao PDR,LAO,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,886793000.0
Lebanon,LBN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,87784000.0
Lesotho,LSO,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,504651000.0
Liberia,LBR,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,929174000.0
Madagascar,MDG,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,2649927000.0
Malawi,MWI,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,1701516000.0
Maldives,MDV,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,93268000.0
Mali,MLI,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,2189934000.0
Mauritania,MRT,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,450760000.0
Mauritius,MUS,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,0.0
Moldova,MDA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,792251000.0
Mongolia,MNG,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,761321000.0
Montenegro,MNE,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,3849000.0
Morocco,MAR,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,98000.0
Mozambique,MOZ,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,2922510000.0
Myanmar,MMR,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,1445645000.0
Nepal,NPL,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,4531123000.0
Nicaragua,NIC,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,973948000.0
Niger,NER,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,2432038000.0
Nigeria,NGA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,16600059000.0
North Macedonia,MKD,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,120789000.0
Pakistan,PAK,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,17564370000.0
Papua New Guinea,PNG,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,580779000.0
Paraguay,PRY,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,300000.0
Philippines,PHL,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,8881000.0
Rwanda,RWA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,3720784000.0
Samoa,WSM,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,89874000.0
Sao Tome and Principe,STP,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,8967000.0
Senegal,SEN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,4421809000.0
Serbia,SRB,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,9974000.0
Sierra Leone,SLE,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,463025000.0
Solomon Islands,SLB,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,124634000.0
"Somalia, Fed. Rep.",SOM,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,0.0
Sri Lanka,LKA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,3566305000.0
St. Lucia,LCA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,226443000.0
St. Vincent and the Grenadines,VCT,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,243873000.0
Sudan,SDN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,217938000.0
Syrian Arab Republic,SYR,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,14052000.0
Tajikistan,TJK,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,369363000.0
Tanzania,TZA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,12097217000.0
Timor-Leste,TLS,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,45137000.0
Togo,TGO,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,796080000.0
Tonga,TON,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,40235000.0
Uganda,UGA,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,4898639000.0
Ukraine,UKR,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,5786406000.0
Uzbekistan,UZB,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,4330169000.0
Vanuatu,VUT,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,95493000.0
Viet Nam,VNM,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,11447477000.0
"Yemen, Rep.",YEM,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,1042129000.0
Zambia,ZMB,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,2509679000.0
Zimbabwe,ZWE,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,430166000.0
Afghanistan,AFG,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,67599109.7
Albania,ALB,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,871913134.4
Algeria,DZA,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,444971156.5
Angola,AGO,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,10869612024.9
Argentina,ARG,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,39484713949.4
Armenia,ARM,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,1817767854.8
Azerbaijan,AZE,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,4179528918.5
Bangladesh,BGD,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,8596803872.8
Belarus,BLR,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,5340316288.6
Belize,BLZ,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,127493340.7
Benin,BEN,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,1144066295.4
Bhutan,BTN,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,161369542.9
Bolivia,BOL,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,1835033911.1
Bosnia and Herzegovina,BIH,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,1457074413.1
Botswana,BWA,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,275163872.5
Brazil,BRA,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,114112709865.3
Bulgaria,BGR,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,7316588840.2
Burkina Faso,BFA,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,884322429.8
Burundi,BDI,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,35822368.6
Cabo Verde,CPV,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,152478862.1
Cambodia,KHM,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,3408104131.7
Cameroon,CMR,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,1675980009.5
Central African Republic,CAF,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,56507514.0
Chad,TCD,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,365919510.1
China,CHN,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,352496730598.7
Colombia,COL,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,33835565130.1
Comoros,COM,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,24644205.9
"Congo, Dem. Rep.",COD,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,471108569.1
"Congo, Rep.",COG,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,1088175957.1
Cote d'Ivoire,CIV,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,5387511624.7
Djibouti,DJI,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,139575529.8
Dominica,DMA,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,65938110.8
Dominican Republic,DOM,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,6610298879.8
Ecuador,ECU,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,8492825323.0
