country_code,country_name,total_debt_usd,private_png_debt_usd,public_ppg_debt_usd,short_term_debt_usd,ibrd_debt_usd,ida_debt_usd,world_bank_debt_usd,total_debt_service_usd,ppg_debt_service_usd,multilateral_debt_service_usd,region,income_level,debt_pct_gni,short_term_pct_reserves,debt_service_pct_exports,gdp_current_usd,gdp_per_capita_usd,population,total_reserves_usd,short_term_share,public_ppg_share,private_png_share,multilateral_share,debt_pct_gdp,debt_service_pct_debt,reserves_to_debt,debt_per_capita_usd
ERI,Eritrea,693278616.9,,607189471.2,46446061.3,,407398000.0,407398000.0,21215212.6,19661959.3,5349811.7,Sub-Saharan Africa ,Low income,,6.6994,,,,3535603,,0.06699479858138979,0.8758231631534402,,0.5876396445366842,,3.060127931662449,,196.08497246438583
ETH,Ethiopia,36548259483.3,,33950250175.6,351666101.2,,12761932000.0,12761932000.0,1357289049.9,1086537219.0,495439590.6,Sub-Saharan Africa ,Low income,,0.9621,11.538041500051,149740297952.375,1133.88279681256,132059767,3784387425.19121,0.009621965756281412,0.9289156489411728,,0.3491802942307365,24.40776463188567,3.7136899789172895,0.10354494245944626,276.75544424745203
FJI,Fiji,3868919895.3,909103000.0,1696015741.5,1053306000.0,183012000.0,391688000.0,574700000.0,244220451.9,162674606.4,114133000.0,East Asia & Pacific,Upper middle income,71.3867600808353,27.2248,9.53539168749024,5968125909.27126,6425.74151715712,928784,1599606710.18293,0.2722480765961492,0.43836930910881244,0.2349759169489104,0.14854274979902038,64.82637856701008,6.312367754025646,0.41345045994003315,4165.575521649814
GAB,Gabon,6816627454.3,,5551434903.9,152095387.1,619906000.0,,619906000.0,1124160018.1,827395457.8,226816557.5,Sub-Saharan Africa ,Upper middle income,35.9523010976641,2.2312,,20895684425.6752,8230.04311451151,2538952,638788434.429856,0.02231241007663645,0.8143961131978976,,0.0909402786283937,32.622178414621295,16.49143987458003,0.09371033384359322,2684.819348416197
GEO,Georgia,25163122115.7,9473986000.0,9980159290.2,4731048000.0,1635744000.0,479504000.0,2115248000.0,4808248488.6,810100404.3,556794685.9,Europe & Central Asia,Upper middle income,79.6767852223944,18.8015,26.5628823310302,34189423333.141,8967.67525638987,3812518,4447216641.42079,0.18801514288436258,0.39661848177309805,0.3765028026505863,0.08406142887492628,73.59914167171257,19.108314407455804,0.17673548699451896,6600.132016609496
GHA,Ghana,37414621429.7,4547811000.0,25584060934.2,2619647898.2,,6372715000.0,6372715000.0,2729878836.7,845828109.0,290369001.1,Sub-Saharan Africa ,Lower middle income,46.9171668170777,7.0016,9.43593175956357,83288585604.0268,2419.2518672482,34427414,4472457558.56406,0.0700166886125568,0.6837984712011863,0.1215517042861194,0.17032686036858555,44.92166742700826,7.296288810055959,0.11953769375877718,1086.7682780269236
GIN,Guinea,5388299536.1,75000000.0,4093001848.4,377760206.9,,700201000.0,700201000.0,438622364.9,333344595.6,89158926.4,Sub-Saharan Africa ,Lower middle income,23.1973863712568,7.0107,3.729306337627,25008678293.4073,1694.95375862185,14754785,1345598715.8962,0.07010749947532041,0.7596091904279092,0.01391904802201926,0.12994841792087877,21.545718941574155,8.140274347433007,0.24972604193235542,365.1899730223111
GMB,"Gambia, The",1642671191.3,300000000.0,1009688794.9,61554160.3,,122358000.0,122358000.0,77135850.4,48337440.3,33599150.6,Sub-Saharan Africa ,Low income,66.3566127091875,3.7471,8.14420595794985,2404888737.54853,871.340287547821,2759988,628849157.476695,0.03747199112397315,0.6146627518931153,0.18262936708750693,0.07448721366031058,68.30549645196845,4.695757179436207,0.38282107874493587,595.1733091955472
GNB,Guinea-Bissau,1433190116.5,0.0,1310171789.4,817000.0,,215294000.0,215294000.0,39159349.3,31588821.3,14910541.2,Sub-Saharan Africa ,Low income,67.1110649067659,0.057,13.2574468326414,2197777209.94218,998.376093392688,2201352,,0.0005700569593622369,0.9141646836077663,0.0,0.15022012608192586,65.21089171443838,2.732320635564472,,651.0499531651458
GRD,Grenada,863278627.6,,786986207.4,15671026.1,13003000.0,259989000.0,272992000.0,43225655.0,37997815.5,23506168.7,Latin America & Caribbean ,Upper middle income,68.5938767489392,1.8152,4.85035125902098,1351270370.37037,11528.9220811928,117207,423263143.568031,0.018152917956010334,0.911624801355154,,0.31622698775590535,63.886446896884436,5.007149907113025,0.4902972574969734,7365.418683184452
